,x,y,geometry,trans_mode
323093,-118.083,33.9618,POINT (-118.083 33.9618),rail
310673,-122.028,38.0562,POINT (-122.028 38.0562),rail
315475,-120.637,35.3576,POINT (-120.637 35.3576),rail
309988,-122.134,38.0203,POINT (-122.134 38.0203),rail
334505,-111.618,40.1618,POINT (-111.618 40.1618),rail
322586,-118.175,35.0498,POINT (-118.175 35.0498),rail
322593,-118.174,35.0479,POINT (-118.174 35.0479),rail
311040,-121.968,37.5744,POINT (-121.968 37.5744),rail
331832,-112.322,33.6174,POINT (-112.322 33.6174),rail
323579,-117.943,34.0925,POINT (-117.943 34.0925),rail
323712,-117.911,33.862,POINT (-117.911 33.862),rail
332992,-112.015,41.2178,POINT (-112.015 41.2178),rail
332022,-112.208,41.2465,POINT (-112.208 41.2465),rail
321148,-118.243,33.941,POINT (-118.243 33.941),rail
322567,-118.176,35.0483,POINT (-118.176 35.0483),rail
311470,-121.891,38.0248,POINT (-121.891 38.0248),rail
313491,-121.305,38.7373,POINT (-121.305 38.7373),rail
47,-118.148,33.9923,POINT (-118.148 33.9923),intermodal
322852,-118.146,33.9914,POINT (-118.146 33.9914),rail
330597,-112.977,35.3686,POINT (-112.977 35.3686),rail
322553,-118.178,34.0669,POINT (-118.178 34.0669),rail
321203,-118.241,33.7759,POINT (-118.241 33.7759),rail
321215,-118.24,33.7673,POINT (-118.24 33.7673),rail
312988,-121.401,38.6431,POINT (-121.401 38.6431),rail
313022,-121.398,38.646,POINT (-121.398 38.646),rail
331686,-112.376,34.982,POINT (-112.376 34.982),rail
325943,-117.16,33.1418,POINT (-117.16 33.1418),rail
332770,-112.037,41.3482,POINT (-112.037 41.3482),rail
314560,-121.066,40.2938,POINT (-121.066 40.2938),rail
316406,-120.117,40.2715,POINT (-120.117 40.2715),rail
317533,-119.595,34.4192,POINT (-119.595 34.4192),rail
334254,-111.772,40.0301,POINT (-111.772 40.0301),rail
320814,-118.266,33.7683,POINT (-118.266 33.7683),rail
320829,-118.265,33.7656,POINT (-118.265 33.7656),rail
310860,-122.012,38.0555,POINT (-122.012 38.0555),rail
310864,-122.011,38.0554,POINT (-122.011 38.0554),rail
312479,-121.556,39.4951,POINT (-121.556 39.4951),rail
334490,-111.629,40.2023,POINT (-111.629 40.2023),rail
316002,-120.455,34.4527,POINT (-120.455 34.4527),rail
336211,-109.74,38.9684,POINT (-109.74 38.9684),rail
336120,-109.829,34.9758,POINT (-109.829 34.9758),rail
320914,-118.256,33.8008,POINT (-118.256 33.8008),rail
320963,-118.254,33.7983,POINT (-118.254 33.7983),rail
324318,-117.636,35.4832,POINT (-117.636 35.4832),rail
99,-118.221,33.8067,POINT (-118.221 33.8067),intermodal
330995,-112.686,34.502,POINT (-112.686 34.502),rail
311556,-121.875,37.3011,POINT (-121.875 37.3011),rail
325895,-117.176,32.874,POINT (-117.176 32.874),rail
325249,-117.334,34.019,POINT (-117.334 34.019),rail
310527,-122.034,38.051,POINT (-122.034 38.051),rail
324593,-117.492,34.0012,POINT (-117.492 34.0012),rail
331723,-112.355,39.5536,POINT (-112.355 39.5536),rail
321593,-118.228,33.9965,POINT (-118.228 33.9965),rail
335143,-111.014,39.8493,POINT (-111.014 39.8493),rail
314092,-121.256,37.8186,POINT (-121.256 37.8186),rail
321297,-118.238,33.8017,POINT (-118.238 33.8017),rail
321308,-118.238,33.8023,POINT (-118.238 33.8023),rail
321216,-118.24,33.7868,POINT (-118.24 33.7868),rail
321383,-118.236,33.7855,POINT (-118.236 33.7855),rail
325944,-117.159,32.7062,POINT (-117.159 32.7062),rail
327714,-116.198,40.6109,POINT (-116.198 40.6109),rail
321332,-118.237,34.0149,POINT (-118.237 34.0149),rail
321235,-118.239,34.0093,POINT (-118.239 34.0093),rail
335591,-110.769,39.5257,POINT (-110.769 39.5257),rail
310515,-122.034,38.0443,POINT (-122.034 38.0443),rail
323082,-118.089,33.9664,POINT (-118.089 33.9664),rail
323084,-118.087,33.9631,POINT (-118.087 33.9631),rail
311036,-121.969,37.5734,POINT (-121.969 37.5734),rail
311035,-121.97,37.5717,POINT (-121.97 37.5717),rail
312860,-121.417,38.6507,POINT (-121.417 38.6507),rail
330464,-113.218,37.7407,POINT (-113.218 37.7407),rail
330459,-113.233,37.7488,POINT (-113.233 37.7488),rail
324090,-117.77,34.0585,POINT (-117.77 34.0585),rail
319398,-119.039,39.5613,POINT (-119.039 39.5613),rail
314171,-121.247,40.8752,POINT (-121.247 40.8752),rail
313664,-121.285,38.7505,POINT (-121.285 38.7505),rail
313685,-121.281,38.753,POINT (-121.281 38.753),rail
318490,-119.254,35.4871,POINT (-119.254 35.4871),rail
336337,-109.566,35.1111,POINT (-109.566 35.1111),rail
336336,-109.567,35.1032,POINT (-109.567 35.1032),rail
326667,-116.882,34.8625,POINT (-116.882 34.8625),rail
331639,-112.397,39.5021,POINT (-112.397 39.5021),rail
330391,-113.387,37.614,POINT (-113.387 37.614),rail
102,-118.19,33.7393,POINT (-118.19 33.7393),intermodal
322436,-118.19,33.7393,POINT (-118.19 33.7393),rail
333271,-111.982,40.7311,POINT (-111.982 40.7311),rail
333261,-111.983,40.7331,POINT (-111.983 40.7331),rail
325533,-117.301,34.423,POINT (-117.301 34.423),rail
314600,-121.008,40.3773,POINT (-121.008 40.3773),rail
326237,-117.03,34.9043,POINT (-117.03 34.9043),rail
326264,-117.017,34.9033,POINT (-117.017 34.9033),rail
332977,-112.015,41.2211,POINT (-112.015 41.2211),rail
332889,-112.024,41.2219,POINT (-112.024 41.2219),rail
309404,-122.22,37.7696,POINT (-122.22 37.7696),rail
332754,-112.039,33.4443,POINT (-112.039 33.4443),rail
332680,-112.055,33.4443,POINT (-112.055 33.4443),rail
322148,-118.207,33.7647,POINT (-118.207 33.7647),rail
312095,-121.74,37.6929,POINT (-121.74 37.6929),rail
313204,-121.345,37.9488,POINT (-121.345 37.9488),rail
313143,-121.368,37.9563,POINT (-121.368 37.9563),rail
324241,-117.689,41.0138,POINT (-117.689 41.0138),rail
324236,-117.692,41.0113,POINT (-117.692 41.0113),rail
314959,-120.933,37.7329,POINT (-120.933 37.7329),rail
314923,-120.94,37.7349,POINT (-120.94 37.7349),rail
330902,-112.77,40.7643,POINT (-112.77 40.7643),rail
335586,-110.769,39.5575,POINT (-110.769 39.5575),rail
335693,-110.601,39.4596,POINT (-110.601 39.4596),rail
310574,-122.032,38.0373,POINT (-122.032 38.0373),rail
310556,-122.033,38.0358,POINT (-122.033 38.0358),rail
310686,-122.027,38.0463,POINT (-122.027 38.0463),rail
315677,-120.532,39.2996,POINT (-120.532 39.2996),rail
328306,-115.513,33.2435,POINT (-115.513 33.2435),rail
321874,-118.223,34.0626,POINT (-118.223 34.0626),rail
323903,-117.86,34.1298,POINT (-117.86 34.1298),rail
322108,-118.21,34.0048,POINT (-118.21 34.0048),rail
322461,-118.188,33.9996,POINT (-118.188 33.9996),rail
329493,-114.418,32.7491,POINT (-114.418 32.7491),rail
322128,-118.209,34.0159,POINT (-118.209 34.0159),rail
311516,-121.882,37.6584,POINT (-121.882 37.6584),rail
312597,-121.516,38.58,POINT (-121.516 38.58),rail
333470,-111.948,40.7407,POINT (-111.948 40.7407),rail
333485,-111.947,40.7416,POINT (-111.947 40.7416),rail
310658,-122.029,38.0459,POINT (-122.029 38.0459),rail
325367,-117.327,34.101,POINT (-117.327 34.101),rail
325364,-117.327,34.1017,POINT (-117.327 34.1017),rail
312823,-121.422,38.5513,POINT (-121.422 38.5513),rail
310069,-122.124,38.0647,POINT (-122.124 38.0647),rail
334313,-111.74,33.1242,POINT (-111.74 33.1242),rail
310613,-122.03,38.0469,POINT (-122.03 38.0469),rail
333320,-111.969,40.7387,POINT (-111.969 40.7387),rail
333355,-111.963,40.7379,POINT (-111.963 40.7379),rail
323248,-118.053,34.084,POINT (-118.053 34.084),rail
313301,-121.323,37.9485,POINT (-121.323 37.9485),rail
313296,-121.324,37.9486,POINT (-121.324 37.9486),rail
321849,-118.224,33.8405,POINT (-118.224 33.8405),rail
321893,-118.222,33.8439,POINT (-118.222 33.8439),rail
331163,-112.551,40.6693,POINT (-112.551 40.6693),rail
329752,-114.094,41.3136,POINT (-114.094 41.3136),rail
321239,-118.239,33.7761,POINT (-118.239 33.7761),rail
321262,-118.239,33.7791,POINT (-118.239 33.7791),rail
332161,-112.178,33.4441,POINT (-112.178 33.4441),rail
332159,-112.179,33.4442,POINT (-112.179 33.4442),rail
332880,-112.025,41.1527,POINT (-112.025 41.1527),rail
324221,-117.696,41.0094,POINT (-117.696 41.0094),rail
323409,-118.001,34.0531,POINT (-118.001 34.0531),rail
323413,-118.0,34.0524,POINT (-118 34.0524),rail
330457,-113.236,37.7506,POINT (-113.236 37.7506),rail
309397,-122.221,37.4792,POINT (-122.221 37.4792),rail
309409,-122.219,37.4779,POINT (-122.219 37.4779),rail
307858,-122.327,40.7345,POINT (-122.327 40.7345),rail
318554,-119.215,39.3937,POINT (-119.215 39.3937),rail
309534,-122.206,37.4701,POINT (-122.206 37.4701),rail
313885,-121.271,38.1362,POINT (-121.271 38.1362),rail
333247,-111.984,40.7535,POINT (-111.984 40.7535),rail
321043,-118.249,33.7563,POINT (-118.249 33.7563),rail
325304,-117.33,34.0658,POINT (-117.33 34.0658),rail
325344,-117.328,34.0672,POINT (-117.328 34.0672),rail
334455,-111.639,40.2087,POINT (-111.639 40.2087),rail
312085,-121.741,37.6923,POINT (-121.741 37.6923),rail
325509,-117.309,34.0629,POINT (-117.309 34.0629),rail
314521,-121.093,37.7984,POINT (-121.093 37.7984),rail
322566,-118.176,35.0591,POINT (-118.176 35.0591),rail
322569,-118.176,35.0583,POINT (-118.176 35.0583),rail
320755,-118.281,33.7671,POINT (-118.281 33.7671),rail
149,-118.289,33.7566,POINT (-118.289 33.7566),intermodal
310446,-122.039,38.0555,POINT (-122.039 38.0555),rail
332067,-112.197,41.3088,POINT (-112.197 41.3088),rail
312824,-121.422,39.0091,POINT (-121.422 39.0091),rail
323450,-117.984,33.8066,POINT (-117.984 33.8066),rail
323623,-117.933,33.8283,POINT (-117.933 33.8283),rail
315699,-120.524,34.8378,POINT (-120.524 34.8378),rail
323639,-117.93,33.8289,POINT (-117.93 33.8289),rail
323530,-117.955,33.87,POINT (-117.955 33.87),rail
334135,-111.832,33.382,POINT (-111.832 33.382),rail
334340,-111.732,40.2887,POINT (-111.732 40.2887),rail
313170,-121.357,38.4947,POINT (-121.357 38.4947),rail
333232,-111.986,41.2212,POINT (-111.986 41.2212),rail
333280,-111.98,40.7331,POINT (-111.98 40.7331),rail
307530,-122.338,38.0008,POINT (-122.338 38.0008),rail
334709,-111.515,32.7266,POINT (-111.515 32.7266),rail
334718,-111.508,32.7223,POINT (-111.508 32.7223),rail
313118,-121.381,37.7508,POINT (-121.381 37.7508),rail
314595,-121.012,38.9719,POINT (-121.012 38.9719),rail
314644,-120.992,39.0027,POINT (-120.992 39.0027),rail
333143,-111.994,40.7287,POINT (-111.994 40.7287),rail
312316,-121.631,36.9091,POINT (-121.631 36.9091),rail
321886,-118.222,33.9965,POINT (-118.222 33.9965),rail
312788,-121.453,38.5826,POINT (-121.453 38.5826),rail
312796,-121.445,38.582,POINT (-121.445 38.582),rail
312459,-121.558,37.7145,POINT (-121.558 37.7145),rail
316269,-120.237,37.1083,POINT (-120.237 37.1083),rail
316310,-120.194,37.0734,POINT (-120.194 37.0734),rail
310822,-122.018,38.0567,POINT (-122.018 38.0567),rail
310765,-122.022,38.0573,POINT (-122.022 38.0573),rail
330376,-113.435,38.0024,POINT (-113.435 38.0024),rail
316618,-119.97,36.9192,POINT (-119.97 36.9192),rail
329759,-114.084,35.1368,POINT (-114.084 35.1368),rail
323066,-118.096,33.9185,POINT (-118.096 33.9185),rail
325534,-117.301,34.4236,POINT (-117.301 34.4236),rail
332036,-112.202,40.7267,POINT (-112.202 40.7267),rail
322196,-118.205,34.0064,POINT (-118.205 34.0064),rail
321732,-118.226,34.0602,POINT (-118.226 34.0602),rail
328888,-114.935,36.3235,POINT (-114.935 36.3235),rail
321127,-118.244,33.7587,POINT (-118.244 33.7587),rail
334485,-111.632,40.2059,POINT (-111.632 40.2059),rail
334454,-111.639,40.1988,POINT (-111.639 40.1988),rail
334410,-111.663,40.2258,POINT (-111.663 40.2258),rail
334415,-111.657,40.2253,POINT (-111.657 40.2253),rail
325400,-117.325,34.0648,POINT (-117.325 34.0648),rail
324620,-117.48,34.0502,POINT (-117.48 34.0502),rail
310244,-122.087,37.3183,POINT (-122.087 37.3183),rail
325140,-117.342,34.1,POINT (-117.342 34.1),rail
325903,-117.174,34.059,POINT (-117.174 34.059),rail
330557,-113.035,35.4073,POINT (-113.035 35.4073),rail
333671,-111.917,40.7693,POINT (-111.917 40.7693),rail
325374,-117.326,34.0652,POINT (-117.326 34.0652),rail
325385,-117.326,34.065,POINT (-117.326 34.065),rail
311299,-121.909,37.4433,POINT (-121.909 37.4433),rail
311268,-121.917,37.4581,POINT (-121.917 37.4581),rail
318968,-119.118,39.4382,POINT (-119.118 39.4382),rail
313705,-121.279,38.0353,POINT (-121.279 38.0353),rail
322995,-118.116,34.5694,POINT (-118.116 34.5694),rail
332028,-112.205,41.2447,POINT (-112.205 41.2447),rail
332562,-112.083,41.2441,POINT (-112.083 41.2441),rail
334061,-111.839,40.3937,POINT (-111.839 40.3937),rail
309552,-122.203,37.5162,POINT (-122.203 37.5162),rail
333732,-111.91,40.7632,POINT (-111.91 40.7632),rail
333454,-111.951,33.3322,POINT (-111.951 33.3322),rail
328504,-115.199,36.0775,POINT (-115.199 36.0775),rail
310522,-122.034,38.0512,POINT (-122.034 38.0512),rail
322615,-118.173,35.0462,POINT (-118.173 35.0462),rail
325232,-117.335,33.9971,POINT (-117.335 33.9971),rail
335305,-110.953,32.2133,POINT (-110.953 32.2133),rail
315976,-120.462,39.3102,POINT (-120.462 39.3102),rail
321252,-118.239,33.7947,POINT (-118.239 33.7947),rail
331859,-112.309,39.6394,POINT (-112.309 39.6394),rail
326371,-116.988,34.8859,POINT (-116.988 34.8859),rail
326273,-117.013,34.9029,POINT (-117.013 34.9029),rail
319975,-118.729,39.9153,POINT (-118.729 39.9153),rail
319978,-118.722,39.9208,POINT (-118.722 39.9208),rail
329918,-113.983,32.7558,POINT (-113.983 32.7558),rail
331132,-112.577,40.7015,POINT (-112.577 40.7015),rail
331149,-112.556,40.6825,POINT (-112.556 40.6825),rail
310812,-122.021,38.0579,POINT (-122.021 38.0579),rail
332141,-112.183,40.7334,POINT (-112.183 40.7334),rail
310779,-122.021,38.0573,POINT (-122.021 38.0573),rail
310591,-122.031,38.048,POINT (-122.031 38.048),rail
310600,-122.031,38.0476,POINT (-122.031 38.0476),rail
310237,-122.089,37.6565,POINT (-122.089 37.6565),rail
324673,-117.437,34.3365,POINT (-117.437 34.3365),rail
324596,-117.491,34.314,POINT (-117.491 34.314),rail
321822,-118.224,34.0235,POINT (-118.224 34.0235),rail
325645,-117.269,33.884,POINT (-117.269 33.884),rail
312903,-121.409,38.6355,POINT (-121.409 38.6355),rail
311285,-121.914,37.3422,POINT (-121.914 37.3422),rail
307116,-122.364,37.9467,POINT (-122.364 37.9467),rail
321702,-118.227,34.0623,POINT (-118.227 34.0623),rail
321798,-118.225,34.0641,POINT (-118.225 34.0641),rail
314702,-120.982,38.3713,POINT (-120.982 38.3713),rail
325776,-117.205,32.7699,POINT (-117.205 32.7699),rail
325777,-117.205,32.7684,POINT (-117.205 32.7684),rail
333103,-111.998,40.7517,POINT (-111.998 40.7517),rail
326756,-116.842,34.8563,POINT (-116.842 34.8563),rail
315340,-120.799,39.204,POINT (-120.799 39.204),rail
319653,-118.98,35.3744,POINT (-118.98 35.3744),rail
316500,-120.066,36.9672,POINT (-120.066 36.9672),rail
316502,-120.064,36.9657,POINT (-120.064 36.9657),rail
324016,-117.829,33.724,POINT (-117.829 33.724),rail
314223,-121.243,38.1727,POINT (-121.243 38.1727),rail
313351,-121.319,37.9494,POINT (-121.319 37.9494),rail
313343,-121.32,37.9488,POINT (-121.32 37.9488),rail
328426,-115.312,35.7861,POINT (-115.312 35.7861),rail
314357,-121.187,40.8972,POINT (-121.187 40.8972),rail
312446,-121.564,39.3481,POINT (-121.564 39.3481),rail
312460,-121.558,39.4506,POINT (-121.558 39.4506),rail
310007,-122.129,38.0514,POINT (-122.129 38.0514),rail
310020,-122.128,38.0567,POINT (-122.128 38.0567),rail
310483,-122.036,37.5268,POINT (-122.036 37.5268),rail
332052,-112.199,40.7271,POINT (-112.199 40.7271),rail
328241,-115.555,32.8024,POINT (-115.555 32.8024),rail
329208,-114.591,34.8305,POINT (-114.591 34.8305),rail
325071,-117.35,34.0663,POINT (-117.35 34.0663),rail
321620,-118.228,33.7865,POINT (-118.228 33.7865),rail
321533,-118.23,33.7859,POINT (-118.23 33.7859),rail
333083,-112.001,40.7487,POINT (-112.001 40.7487),rail
103,-118.239,33.7754,POINT (-118.239 33.7754),intermodal
334782,-111.439,40.9723,POINT (-111.439 40.9723),rail
324612,-117.485,33.9976,POINT (-117.485 33.9976),rail
107,-118.226,34.0596,POINT (-118.226 34.0596),intermodal
310685,-122.027,38.0575,POINT (-122.027 38.0575),rail
310717,-122.026,38.0585,POINT (-122.026 38.0585),rail
321122,-118.245,33.7584,POINT (-118.245 33.7584),rail
310535,-122.034,38.0493,POINT (-122.034 38.0493),rail
329375,-114.475,34.7247,POINT (-114.475 34.7247),rail
313773,-121.273,37.907,POINT (-121.273 37.907),rail
324352,-117.593,34.092,POINT (-117.593 34.092),rail
322089,-118.212,34.0137,POINT (-118.212 34.0137),rail
316823,-119.812,39.5704,POINT (-119.812 39.5704),rail
316786,-119.835,39.5962,POINT (-119.835 39.5962),rail
321502,-118.231,33.7858,POINT (-118.231 33.7858),rail
335287,-110.96,32.1078,POINT (-110.96 32.1078),rail
310656,-122.029,38.0568,POINT (-122.029 38.0568),rail
310664,-122.028,38.057,POINT (-122.028 38.057),rail
313329,-121.321,37.946,POINT (-121.321 37.946),rail
329854,-114.025,35.1997,POINT (-114.025 35.1997),rail
310761,-122.022,38.047,POINT (-122.022 38.047),rail
308243,-122.295,37.8198,POINT (-122.295 37.8198),rail
332815,-112.031,41.2001,POINT (-112.031 41.2001),rail
328700,-115.061,36.282,POINT (-115.061 36.282),rail
322549,-118.178,33.9953,POINT (-118.178 33.9953),rail
322556,-118.178,33.9931,POINT (-118.178 33.9931),rail
323797,-117.891,33.9215,POINT (-117.891 33.9215),rail
310649,-122.029,38.0578,POINT (-122.029 38.0578),rail
324830,-117.387,34.3655,POINT (-117.387 34.3655),rail
320943,-118.254,33.7719,POINT (-118.254 33.7719),rail
331321,-112.483,35.2251,POINT (-112.483 35.2251),rail
332180,-112.175,39.8261,POINT (-112.175 39.8261),rail
332254,-112.162,39.841,POINT (-112.162 39.841),rail
309509,-122.21,37.4765,POINT (-122.21 37.4765),rail
312791,-121.45,38.5872,POINT (-121.45 38.5872),rail
333696,-111.912,40.7684,POINT (-111.912 40.7684),rail
310484,-122.036,37.5266,POINT (-122.036 37.5266),rail
334447,-111.643,40.2116,POINT (-111.643 40.2116),rail
329750,-114.095,35.1422,POINT (-114.095 35.1422),rail
328314,-115.509,33.2415,POINT (-115.509 33.2415),rail
327920,-116.079,40.7201,POINT (-116.079 40.7201),rail
332561,-112.083,33.4439,POINT (-112.083 33.4439),rail
322194,-118.205,34.0094,POINT (-118.205 34.0094),rail
311238,-121.926,38.0297,POINT (-121.926 38.0297),rail
311368,-121.902,38.0265,POINT (-121.902 38.0265),rail
325567,-117.283,34.5229,POINT (-117.283 34.5229),rail
321280,-118.238,33.7603,POINT (-118.238 33.7603),rail
328264,-115.55,32.7964,POINT (-115.55 32.7964),rail
316845,-119.798,39.5314,POINT (-119.798 39.5314),rail
321428,-118.234,33.7408,POINT (-118.234 33.7408),rail
316456,-120.102,36.9326,POINT (-120.102 36.9326),rail
318861,-119.161,35.4966,POINT (-119.161 35.4966),rail
333443,-111.952,40.7488,POINT (-111.952 40.7488),rail
314621,-120.999,40.302,POINT (-120.999 40.302),rail
332181,-112.174,33.4431,POINT (-112.174 33.4431),rail
332174,-112.176,33.4439,POINT (-112.176 33.4439),rail
315550,-120.596,34.8156,POINT (-120.596 34.8156),rail
333644,-111.919,40.8219,POINT (-111.919 40.8219),rail
325581,-117.281,34.0588,POINT (-117.281 34.0588),rail
313657,-121.286,38.7549,POINT (-121.286 38.7549),rail
310647,-122.029,38.0416,POINT (-122.029 38.0416),rail
311462,-121.892,38.0248,POINT (-121.892 38.0248),rail
320696,-118.299,33.8462,POINT (-118.299 33.8462),rail
334343,-111.73,40.2872,POINT (-111.73 40.2872),rail
328733,-115.04,33.0257,POINT (-115.04 33.0257),rail
328777,-115.014,33.0263,POINT (-115.014 33.0263),rail
320961,-118.254,33.7729,POINT (-118.254 33.7729),rail
326152,-117.083,34.8917,POINT (-117.083 34.8917),rail
328632,-115.087,33.0081,POINT (-115.087 33.0081),rail
328320,-115.509,33.1211,POINT (-115.509 33.1211),rail
330899,-112.776,40.7652,POINT (-112.776 40.7652),rail
330901,-112.771,40.7646,POINT (-112.771 40.7646),rail
335876,-110.283,31.9646,POINT (-110.283 31.9646),rail
318643,-119.2,34.2465,POINT (-119.2 34.2465),rail
332309,-112.148,33.4442,POINT (-112.148 33.4442),rail
328447,-115.279,35.4745,POINT (-115.279 35.4745),rail
328392,-115.369,35.5774,POINT (-115.369 35.5774),rail
316141,-120.337,39.3094,POINT (-120.337 39.3094),rail
313370,-121.316,37.949,POINT (-121.316 37.949),rail
313354,-121.318,37.9491,POINT (-121.318 37.9491),rail
327476,-116.399,33.812,POINT (-116.399 33.812),rail
323429,-117.998,33.6975,POINT (-117.998 33.6975),rail
310601,-122.031,38.0492,POINT (-122.031 38.0492),rail
333541,-111.941,40.7377,POINT (-111.941 40.7377),rail
332334,-112.141,35.2448,POINT (-112.141 35.2448),rail
333256,-111.984,41.2111,POINT (-111.984 41.2111),rail
333248,-111.984,41.2072,POINT (-111.984 41.2072),rail
322146,-118.208,33.7683,POINT (-118.208 33.7683),rail
333245,-111.984,41.2061,POINT (-111.984 41.2061),rail
324639,-117.47,34.0659,POINT (-117.47 34.0659),rail
324613,-117.484,34.0656,POINT (-117.484 34.0656),rail
334713,-111.511,32.7274,POINT (-111.511 32.7274),rail
321135,-118.243,33.9846,POINT (-118.243 33.9846),rail
328399,-115.355,34.6239,POINT (-115.355 34.6239),rail
327967,-116.013,34.6781,POINT (-116.013 34.6781),rail
335309,-110.951,32.002,POINT (-110.951 32.002),rail
312351,-121.593,39.1589,POINT (-121.593 39.1589),rail
312355,-121.592,39.1557,POINT (-121.592 39.1557),rail
333816,-111.906,40.6189,POINT (-111.906 40.6189),rail
311715,-121.855,38.0205,POINT (-121.855 38.0205),rail
311670,-121.862,38.022,POINT (-121.862 38.022),rail
322086,-118.212,34.064,POINT (-118.212 34.064),rail
307873,-122.326,41.1201,POINT (-122.326 41.1201),rail
307997,-122.315,41.1437,POINT (-122.315 41.1437),rail
321123,-118.245,33.7771,POINT (-118.245 33.7771),rail
321130,-118.244,33.7774,POINT (-118.244 33.7774),rail
306033,-122.401,37.7112,POINT (-122.401 37.7112),rail
322014,-118.217,33.874,POINT (-118.217 33.874),rail
322025,-118.216,33.8718,POINT (-118.216 33.8718),rail
309998,-122.131,38.022,POINT (-122.131 38.022),rail
334351,-111.72,40.2733,POINT (-111.72 40.2733),rail
333231,-111.986,41.2101,POINT (-111.986 41.2101),rail
321461,-118.232,33.8169,POINT (-118.232 33.8169),rail
328484,-115.232,35.8797,POINT (-115.232 35.8797),rail
335316,-110.942,31.3328,POINT (-110.942 31.3328),rail
312234,-121.665,39.2843,POINT (-121.665 39.2843),rail
324700,-117.428,34.2293,POINT (-117.428 34.2293),rail
323794,-117.893,33.8091,POINT (-117.893 33.8091),rail
329221,-114.579,32.6828,POINT (-114.579 32.6828),rail
331146,-112.564,39.5117,POINT (-112.564 39.5117),rail
321193,-118.241,33.7747,POINT (-118.241 33.7747),rail
316459,-120.101,39.792,POINT (-120.101 39.792),rail
316464,-120.098,39.7931,POINT (-120.098 39.7931),rail
321434,-118.233,33.7748,POINT (-118.233 33.7748),rail
316597,-119.995,39.4773,POINT (-119.995 39.4773),rail
314256,-121.24,38.7885,POINT (-121.24 38.7885),rail
327622,-116.269,40.5823,POINT (-116.269 40.5823),rail
312527,-121.545,36.977,POINT (-121.545 36.977),rail
323182,-118.061,33.9224,POINT (-118.061 33.9224),rail
325922,-117.169,32.8777,POINT (-117.169 32.8777),rail
331678,-112.38,39.5174,POINT (-112.38 39.5174),rail
331675,-112.38,39.5172,POINT (-112.38 39.5172),rail
320876,-118.258,33.7708,POINT (-118.258 33.7708),rail
322536,-118.181,33.9951,POINT (-118.181 33.9951),rail
332238,-112.165,33.4619,POINT (-112.165 33.4619),rail
332280,-112.154,33.4441,POINT (-112.154 33.4441),rail
320264,-118.535,34.4206,POINT (-118.535 34.4206),rail
309993,-122.132,38.0216,POINT (-122.132 38.0216),rail
332183,-112.174,33.4431,POINT (-112.174 33.4431),rail
328263,-115.55,32.7905,POINT (-115.55 32.7905),rail
328260,-115.552,32.7943,POINT (-115.552 32.7943),rail
314571,-121.044,38.9438,POINT (-121.044 38.9438),rail
332716,-112.048,33.056,POINT (-112.048 33.056),rail
315525,-120.606,34.6742,POINT (-120.606 34.6742),rail
331729,-112.35,40.4802,POINT (-112.35 40.4802),rail
307302,-122.353,41.0777,POINT (-122.353 41.0777),rail
307718,-122.332,41.1065,POINT (-122.332 41.1065),rail
329735,-114.117,35.0668,POINT (-114.117 35.0668),rail
313795,-121.273,37.9409,POINT (-121.273 37.9409),rail
333472,-111.948,40.7428,POINT (-111.948 40.7428),rail
325953,-117.155,32.8843,POINT (-117.155 32.8843),rail
325986,-117.149,32.8878,POINT (-117.149 32.8878),rail
332165,-112.177,33.4441,POINT (-112.177 33.4441),rail
318646,-119.2,34.2512,POINT (-119.2 34.2512),rail
312601,-121.515,38.5876,POINT (-121.515 38.5876),rail
330703,-112.882,40.8408,POINT (-112.882 40.8408),rail
334298,-111.746,40.3642,POINT (-111.746 40.3642),rail
333457,-111.95,40.7602,POINT (-111.95 40.7602),rail
333493,-111.945,40.762,POINT (-111.945 40.762),rail
310540,-122.033,38.0498,POINT (-122.033 38.0498),rail
330386,-113.416,38.0209,POINT (-113.416 38.0209),rail
306562,-122.38,40.5122,POINT (-122.38 40.5122),rail
333754,-111.909,40.7567,POINT (-111.909 40.7567),rail
321926,-118.221,33.7572,POINT (-118.221 33.7572),rail
331152,-112.555,40.6803,POINT (-112.555 40.6803),rail
331155,-112.554,40.6824,POINT (-112.554 40.6824),rail
333807,-111.907,40.616,POINT (-111.907 40.616),rail
309422,-122.218,40.1504,POINT (-122.218 40.1504),rail
320470,-118.384,33.906,POINT (-118.384 33.906),rail
310536,-122.033,38.0498,POINT (-122.033 38.0498),rail
311813,-121.842,39.7192,POINT (-121.842 39.7192),rail
311064,-121.958,39.7806,POINT (-121.958 39.7806),rail
322965,-118.126,33.9351,POINT (-118.126 33.9351),rail
324226,-117.695,35.0327,POINT (-117.695 35.0327),rail
311563,-121.874,37.3215,POINT (-121.874 37.3215),rail
311573,-121.873,37.3198,POINT (-121.873 37.3198),rail
325908,-117.173,32.8755,POINT (-117.173 32.8755),rail
306962,-122.369,40.6877,POINT (-122.369 40.6877),rail
333637,-111.919,40.8167,POINT (-111.919 40.8167),rail
310642,-122.029,38.0556,POINT (-122.029 38.0556),rail
326015,-117.135,33.1384,POINT (-117.135 33.1384),rail
311430,-121.897,37.3641,POINT (-121.897 37.3641),rail
329165,-114.629,36.6663,POINT (-114.629 36.6663),rail
324456,-117.542,33.878,POINT (-117.542 33.878),rail
