,x,y,geometry,trans_mode
328551,-115.153,42.9465,POINT (-115.153 42.9465),rail
328499,-115.209,43.0023,POINT (-115.209 43.0023),rail
332427,-112.125,43.7148,POINT (-112.125 43.7148),rail
326437,-116.973,43.9891,POINT (-116.973 43.9891),rail
326457,-116.966,44.0127,POINT (-116.966 44.0127),rail
326458,-116.965,44.013,POINT (-116.965 44.013),rail
326471,-116.963,44.0202,POINT (-116.963 44.0202),rail
333098,-111.999,42.7564,POINT (-111.999 42.7564),rail
327410,-116.474,43.5299,POINT (-116.474 43.5299),rail
332086,-112.193,42.6556,POINT (-112.193 42.6556),rail
332108,-112.189,42.6439,POINT (-112.189 42.6439),rail
326267,-117.016,47.7463,POINT (-117.016 47.7463),rail
326307,-117.004,47.7513,POINT (-117.004 47.7513),rail
327169,-116.563,43.5864,POINT (-116.563 43.5864),rail
327173,-116.562,43.5821,POINT (-116.562 43.5821),rail
326847,-116.746,47.9775,POINT (-116.746 47.9775),rail
331731,-112.349,43.1873,POINT (-112.349 43.1873),rail
331736,-112.349,43.1853,POINT (-112.349 43.1853),rail
304881,-122.666,45.5275,POINT (-122.666 45.5275),rail
314700,-120.982,45.651,POINT (-120.982 45.651),rail
301635,-123.108,44.6191,POINT (-123.108 44.6191),rail
319826,-118.871,45.6602,POINT (-118.871 45.6602),rail
326338,-116.992,43.8745,POINT (-116.992 43.8745),rail
323985,-117.841,45.0774,POINT (-117.841 45.0774),rail
323593,-117.938,44.9101,POINT (-117.938 44.9101),rail
327676,-116.222,43.4215,POINT (-116.222 43.4215),rail
349170,-100.395,48.0075,POINT (-100.395 48.0075),rail
345975,-101.904,47.9935,POINT (-101.904 47.9935),rail
345974,-101.905,47.9913,POINT (-101.905 47.9913),rail
356236,-97.5614,47.1385,POINT (-97.56140000000001 47.1385),rail
356581,-97.4941,47.0435,POINT (-97.4941 47.0435),rail
350421,-99.4099,47.5555,POINT (-99.40989999999999 47.5555),rail
359698,-97.0839,47.9185,POINT (-97.0839 47.9185),rail
355931,-97.6118,47.9037,POINT (-97.6118 47.9037),rail
355913,-97.614,47.9017,POINT (-97.614 47.9017),rail
349166,-100.396,47.9236,POINT (-100.396 47.9236),rail
349184,-100.383,47.9226,POINT (-100.383 47.9226),rail
349168,-100.396,47.9258,POINT (-100.396 47.9258),rail
347143,-101.678,47.9166,POINT (-101.678 47.9166),rail
349335,-100.23,47.8798,POINT (-100.23 47.8798),rail
349323,-100.246,47.8864,POINT (-100.246 47.8864),rail
347714,-101.31,47.815,POINT (-101.31 47.815),rail
347717,-101.308,47.8129,POINT (-101.308 47.8129),rail
353095,-98.3221,47.7885,POINT (-98.32210000000001 47.7885),rail
359523,-97.1098,47.6721,POINT (-97.10980000000001 47.6721),rail
359512,-97.1107,47.6805,POINT (-97.11069999999999 47.6805),rail
353947,-98.0697,47.7133,POINT (-98.0697 47.7133),rail
354202,-97.989,47.6822,POINT (-97.989 47.6822),rail
350885,-99.1472,47.6798,POINT (-99.1472 47.6798),rail
350853,-99.1727,47.6882,POINT (-99.17270000000001 47.6882),rail
354607,-97.896,47.6007,POINT (-97.896 47.6007),rail
354506,-97.9224,47.2458,POINT (-97.9224 47.2458),rail
354345,-97.9578,47.2575,POINT (-97.95780000000001 47.2575),rail
357408,-97.3853,47.0939,POINT (-97.3853 47.0939),rail
356254,-97.5571,47.1373,POINT (-97.55710000000001 47.1373),rail
354815,-97.8632,46.822,POINT (-97.86320000000001 46.822),rail
344518,-102.997,46.8627,POINT (-102.997 46.8627),rail
326810,-116.785,48.1057,POINT (-116.785 48.1057),rail
327217,-116.549,48.2941,POINT (-116.549 48.2941),rail
327271,-116.546,48.2967,POINT (-116.546 48.2967),rail
327399,-116.489,48.365,POINT (-116.489 48.365),rail
327425,-116.463,48.4776,POINT (-116.463 48.4776),rail
327477,-116.399,48.5383,POINT (-116.399 48.5383),rail
331043,-112.657,46.004,POINT (-112.657 46.004),rail
330915,-112.746,45.7497,POINT (-112.746 45.7497),rail
331024,-112.665,46.0005,POINT (-112.665 46.0005),rail
331172,-112.546,45.9942,POINT (-112.546 45.9942),rail
331012,-112.67,46.0045,POINT (-112.67 46.0045),rail
332134,-112.185,47.8166,POINT (-112.185 47.8166),rail
332541,-112.094,47.7289,POINT (-112.094 47.7289),rail
334215,-111.784,47.7218,POINT (-111.784 47.7218),rail
333893,-111.899,47.6938,POINT (-111.899 47.6938),rail
334373,-111.688,47.7192,POINT (-111.688 47.7192),rail
336207,-109.746,46.6696,POINT (-109.746 46.6696),rail
330996,-112.684,45.628,POINT (-112.684 45.628),rail
336704,-108.778,45.6669,POINT (-108.778 45.6669),rail
336717,-108.773,45.6655,POINT (-108.773 45.6655),rail
352870,-98.376,48.7601,POINT (-98.376 48.7601),rail
352872,-98.3752,48.7597,POINT (-98.37520000000001 48.7597),rail
351397,-98.8659,48.1155,POINT (-98.8659 48.1155),rail
351399,-98.8653,48.1125,POINT (-98.8653 48.1125),rail
352952,-98.3523,48.0404,POINT (-98.3523 48.0404),rail
357460,-97.3816,47.9191,POINT (-97.38160000000001 47.9191),rail
358249,-97.3275,47.5061,POINT (-97.3275 47.5061),rail
358160,-97.3321,47.5152,POINT (-97.3321 47.5152),rail
357573,-97.3693,47.5611,POINT (-97.3693 47.5611),rail
357643,-97.364,47.5566,POINT (-97.364 47.5566),rail
356765,-97.4691,47.6452,POINT (-97.4691 47.6452),rail
356239,-97.561,47.7273,POINT (-97.56100000000001 47.7273),rail
358382,-97.3231,47.4977,POINT (-97.3231 47.4977),rail
357534,-97.3729,48.3032,POINT (-97.3729 48.3032),rail
357363,-97.3891,48.3547,POINT (-97.3891 48.3547),rail
346821,-101.787,47.2614,POINT (-101.787 47.2614),rail
361218,-96.8319,46.8942,POINT (-96.8319 46.8942),rail
358974,-97.2153,47.0329,POINT (-97.2153 47.0329),rail
356107,-97.5937,46.6213,POINT (-97.5937 46.6213),rail
356050,-97.6027,46.6266,POINT (-97.6027 46.6266),rail
345857,-101.991,45.9446,POINT (-101.991 45.9446),rail
352444,-98.4786,44.4105,POINT (-98.4786 44.4105),rail
358917,-97.2261,45.335,POINT (-97.2261 45.335),rail
305543,-122.444,48.9478,POINT (-122.444 48.9478),rail
302738,-122.909,46.1755,POINT (-122.909 46.1755),rail
302731,-122.91,46.1712,POINT (-122.91 46.1712),rail
316367,-120.139,47.3705,POINT (-120.139 47.3705),rail
304942,-122.651,45.6176,POINT (-122.651 45.6176),rail
305963,-122.405,47.2411,POINT (-122.405 47.2411),rail
326329,-116.994,43.8676,POINT (-116.994 43.8676),rail
302477,-122.951,46.1146,POINT (-122.951 46.1146),rail
302768,-122.904,46.1097,POINT (-122.904 46.1097),rail
302584,-122.933,46.1094,POINT (-122.933 46.1094),rail
304747,-122.685,45.6306,POINT (-122.685 45.6306),rail
304653,-122.687,45.634,POINT (-122.687 45.634),rail
307974,-122.319,47.5531,POINT (-122.319 47.5531),rail
333266,-111.982,42.1774,POINT (-111.982 42.1774),rail
327043,-116.577,43.6193,POINT (-116.577 43.6193),rail
327004,-116.588,43.6424,POINT (-116.588 43.6424),rail
333254,-111.984,42.2707,POINT (-111.984 42.2707),rail
332451,-112.119,42.4171,POINT (-112.119 42.4171),rail
326695,-116.869,47.3411,POINT (-116.869 47.3411),rail
327138,-116.567,43.5853,POINT (-116.567 43.5853),rail
327177,-116.559,48.197,POINT (-116.559 48.197),rail
327273,-116.545,48.2747,POINT (-116.545 48.2747),rail
327262,-116.546,48.2785,POINT (-116.546 48.2785),rail
327548,-116.326,43.4483,POINT (-116.326 43.4483),rail
334577,-111.584,42.6555,POINT (-111.584 42.6555),rail
334613,-111.577,42.6408,POINT (-111.577 42.6408),rail
327568,-116.319,48.6937,POINT (-116.319 48.6937),rail
326291,-117.008,47.7472,POINT (-117.008 47.7472),rail
326432,-116.975,47.7292,POINT (-116.975 47.7292),rail
330826,-112.84,42.939,POINT (-112.84 42.939),rail
327456,-116.421,43.4894,POINT (-116.421 43.4894),rail
332648,-112.059,43.5239,POINT (-112.059 43.5239),rail
332858,-112.027,43.5074,POINT (-112.027 43.5074),rail
327118,-116.57,48.2979,POINT (-116.57 48.2979),rail
327263,-116.546,48.2932,POINT (-116.546 48.2932),rail
327308,-116.542,48.3868,POINT (-116.542 48.3868),rail
333087,-112.0,42.7344,POINT (-112 42.7344),rail
332135,-112.185,42.6449,POINT (-112.185 42.6449),rail
331341,-112.475,42.8857,POINT (-112.475 42.8857),rail
327850,-116.157,48.8197,POINT (-116.157 48.8197),rail
331598,-112.416,43.1093,POINT (-112.416 43.1093),rail
334911,-111.315,42.3212,POINT (-111.315 42.3212),rail
327044,-116.577,48.2816,POINT (-116.577 48.2816),rail
327837,-116.166,48.954,POINT (-116.166 48.954),rail
326688,-116.871,47.3395,POINT (-116.871 47.3395),rail
332685,-112.054,43.5699,POINT (-112.054 43.5699),rail
332551,-112.087,43.65,POINT (-112.087 43.65),rail
331733,-112.349,43.1845,POINT (-112.349 43.1845),rail
331433,-112.456,42.9001,POINT (-112.456 42.9001),rail
327090,-116.574,48.2891,POINT (-116.574 48.2891),rail
327104,-116.571,48.2869,POINT (-116.571 48.2869),rail
326802,-116.794,47.6824,POINT (-116.794 47.6824),rail
327091,-116.574,48.2884,POINT (-116.574 48.2884),rail
363841,-96.4339,43.59,POINT (-96.43389999999999 43.59),rail
364341,-96.3523,46.0426,POINT (-96.3523 46.0426),rail
364562,-96.2659,46.0362,POINT (-96.2659 46.0362),rail
333800,-111.907,48.5242,POINT (-111.907 48.5242),rail
336737,-108.764,45.6575,POINT (-108.764 45.6575),rail
336854,-108.709,45.6877,POINT (-108.709 45.6877),rail
336889,-108.679,45.9302,POINT (-108.679 45.9302),rail
336893,-108.667,45.8264,POINT (-108.667 45.8264),rail
336850,-108.71,45.7435,POINT (-108.71 45.7435),rail
350059,-99.6199,47.6462,POINT (-99.6199 47.6462),rail
344935,-102.642,46.0003,POINT (-102.642 46.0003),rail
350079,-99.5849,48.3192,POINT (-99.5849 48.3192),rail
351401,-98.8651,48.122,POINT (-98.8651 48.122),rail
351845,-98.6384,48.0705,POINT (-98.6384 48.0705),rail
311900,-121.786,43.2373,POINT (-121.786 43.2373),rail
311913,-121.781,43.2164,POINT (-121.781 43.2164),rail
312887,-121.413,43.9052,POINT (-121.413 43.9052),rail
311861,-121.812,43.3599,POINT (-121.812 43.3599),rail
311869,-121.809,43.3547,POINT (-121.809 43.3547),rail
361828,-96.748,46.6512,POINT (-96.748 46.6512),rail
363783,-96.4529,45.2984,POINT (-96.4529 45.2984),rail
362133,-96.7067,45.5596,POINT (-96.7067 45.5596),rail
309620,-122.193,47.9482,POINT (-122.193 47.9482),rail
364346,-96.3511,46.0398,POINT (-96.3511 46.0398),rail
364393,-96.3366,45.2626,POINT (-96.3366 45.2626),rail
364359,-96.3474,46.0363,POINT (-96.34739999999999 46.0363),rail
336545,-109.065,46.2997,POINT (-109.065 46.2997),rail
336622,-108.89,46.1322,POINT (-108.89 46.1322),rail
336864,-108.703,45.6854,POINT (-108.703 45.6854),rail
336148,-109.802,46.9263,POINT (-109.802 46.9263),rail
342270,-104.555,48.7718,POINT (-104.555 48.7718),rail
342920,-104.065,48.0118,POINT (-104.065 48.0118),rail
342886,-104.098,48.0388,POINT (-104.098 48.0388),rail
342400,-104.462,48.6085,POINT (-104.462 48.6085),rail
364328,-96.354,46.0363,POINT (-96.354 46.0363),rail
359011,-97.2032,48.9991,POINT (-97.2032 48.9991),rail
359017,-97.2031,49.0002,POINT (-97.20310000000001 49.0002),rail
363571,-96.4923,43.6908,POINT (-96.4923 43.6908),rail
359007,-97.2041,49.0004,POINT (-97.2041 49.0004),rail
360175,-97.0145,47.9263,POINT (-97.0145 47.9263),rail
360692,-96.9117,47.8769,POINT (-96.9117 47.8769),rail
334336,-111.734,47.8582,POINT (-111.734 47.8582),rail
334072,-111.838,48.0317,POINT (-111.838 48.0317),rail
330893,-112.795,46.0483,POINT (-112.795 46.0483),rail
337585,-108.065,48.3668,POINT (-108.065 48.3668),rail
334895,-111.321,47.5019,POINT (-111.321 47.5019),rail
334940,-111.31,47.5032,POINT (-111.31 47.5032),rail
336187,-109.759,48.5564,POINT (-109.759 48.5564),rail
333995,-111.854,48.5054,POINT (-111.854 48.5054),rail
331860,-112.309,48.6273,POINT (-112.309 48.6273),rail
338287,-106.878,45.113,POINT (-106.878 45.113),rail
338333,-106.816,45.0454,POINT (-106.816 45.0454),rail
338096,-107.115,48.4007,POINT (-107.115 48.4007),rail
331890,-112.258,48.3137,POINT (-112.258 48.3137),rail
331935,-112.24,48.3078,POINT (-112.24 48.3078),rail
330370,-113.452,48.2732,POINT (-113.452 48.2732),rail
342694,-104.225,48.1453,POINT (-104.225 48.1453),rail
332729,-112.045,48.2496,POINT (-112.045 48.2496),rail
333557,-111.936,48.2081,POINT (-111.936 48.2081),rail
342897,-104.088,48.0291,POINT (-104.088 48.0291),rail
342898,-104.087,48.022,POINT (-104.087 48.022),rail
341827,-104.733,47.0994,POINT (-104.733 47.0994),rail
341833,-104.731,47.0907,POINT (-104.731 47.0907),rail
341847,-104.727,47.0895,POINT (-104.727 47.0895),rail
341835,-104.731,47.0852,POINT (-104.731 47.0852),rail
333940,-111.887,47.1294,POINT (-111.887 47.1294),rail
327772,-116.182,49.0006,POINT (-116.182 49.0006),rail
349570,-100.012,48.3689,POINT (-100.012 48.3689),rail
358932,-97.2223,47.0354,POINT (-97.2223 47.0354),rail
358949,-97.2187,47.0305,POINT (-97.2187 47.0305),rail
334629,-111.55,42.7318,POINT (-111.55 42.7318),rail
320795,-118.274,46.59,POINT (-118.274 46.59),rail
321570,-118.229,46.593,POINT (-118.229 46.593),rail
319586,-118.997,46.181,POINT (-118.997 46.181),rail
364424,-96.3258,46.0128,POINT (-96.3258 46.0128),rail
339851,-105.591,47.4103,POINT (-105.591 47.4103),rail
327585,-116.31,48.6955,POINT (-116.31 48.6955),rail
334827,-111.397,42.4695,POINT (-111.397 42.4695),rail
342956,-104.044,47.9709,POINT (-104.044 47.9709),rail
334376,-111.685,47.7202,POINT (-111.685 47.7202),rail
334382,-111.684,47.7173,POINT (-111.684 47.7173),rail
334378,-111.684,47.7219,POINT (-111.684 47.7219),rail
334377,-111.685,47.7141,POINT (-111.685 47.7141),rail
328037,-115.848,43.2383,POINT (-115.848 43.2383),rail
331356,-112.47,43.2228,POINT (-112.47 43.2228),rail
331886,-112.261,42.1884,POINT (-112.261 42.1884),rail
327467,-116.401,48.6577,POINT (-116.401 48.6577),rail
327785,-116.177,48.9297,POINT (-116.177 48.9297),rail
327468,-116.401,48.593,POINT (-116.401 48.593),rail
327491,-116.394,48.5653,POINT (-116.394 48.5653),rail
332493,-112.107,46.699,POINT (-112.107 46.699),rail
330888,-112.802,46.5212,POINT (-112.802 46.5212),rail
330889,-112.801,46.524,POINT (-112.801 46.524),rail
330885,-112.807,46.5228,POINT (-112.807 46.5228),rail
338082,-107.143,46.2943,POINT (-107.143 46.2943),rail
338345,-106.801,46.2613,POINT (-106.801 46.2613),rail
329019,-114.775,48.6699,POINT (-114.775 48.6699),rail
336844,-108.713,45.6828,POINT (-108.713 45.6828),rail
330898,-112.781,45.0843,POINT (-112.781 45.0843),rail
341853,-104.724,47.1292,POINT (-104.724 47.1292),rail
341826,-104.733,46.4888,POINT (-104.733 46.4888),rail
333334,-111.966,48.7439,POINT (-111.966 48.7439),rail
333712,-111.911,48.5275,POINT (-111.911 48.5275),rail
329560,-114.309,48.4112,POINT (-114.309 48.4112),rail
329539,-114.339,48.4138,POINT (-114.339 48.4138),rail
329223,-114.577,48.5471,POINT (-114.577 48.5471),rail
357230,-97.4058,48.4073,POINT (-97.4058 48.4073),rail
357995,-97.3441,48.2061,POINT (-97.3441 48.2061),rail
357212,-97.4075,48.4205,POINT (-97.4075 48.4205),rail
357214,-97.4074,48.4165,POINT (-97.4074 48.4165),rail
346166,-101.843,48.4892,POINT (-101.843 48.4892),rail
345138,-102.504,47.9788,POINT (-102.504 47.9788),rail
345995,-101.897,47.991,POINT (-101.897 47.991),rail
346945,-101.743,48.3149,POINT (-101.743 48.3149),rail
346879,-101.757,48.3194,POINT (-101.757 48.3194),rail
347965,-101.149,48.2378,POINT (-101.149 48.2378),rail
348505,-100.853,47.8483,POINT (-100.853 47.8483),rail
354625,-97.8923,47.5958,POINT (-97.89230000000001 47.5958),rail
354887,-97.8539,47.5332,POINT (-97.8539 47.5332),rail
354959,-97.8363,47.5072,POINT (-97.83629999999999 47.5072),rail
355379,-97.7288,47.3267,POINT (-97.72880000000001 47.3267),rail
349978,-99.6888,48.3425,POINT (-99.6888 48.3425),rail
350075,-99.5884,48.3165,POINT (-99.58839999999999 48.3165),rail
350099,-99.5624,48.3114,POINT (-99.5624 48.3114),rail
350084,-99.5795,48.314,POINT (-99.5795 48.314),rail
350813,-99.2036,48.2709,POINT (-99.20359999999999 48.2709),rail
350823,-99.1997,48.2724,POINT (-99.19970000000001 48.2724),rail
350825,-99.1981,48.2689,POINT (-99.1981 48.2689),rail
354014,-98.0437,48.6253,POINT (-98.0437 48.6253),rail
355078,-97.8076,47.2083,POINT (-97.80759999999999 47.2083),rail
344452,-103.043,46.1125,POINT (-103.043 46.1125),rail
352741,-98.408,46.9345,POINT (-98.408 46.9345),rail
334253,-111.773,48.3798,POINT (-111.773 48.3798),rail
334944,-111.308,47.4934,POINT (-111.308 47.4934),rail
335670,-110.655,47.8326,POINT (-110.655 47.8326),rail
342951,-104.049,48.8731,POINT (-104.049 48.8731),rail
336022,-109.991,48.5681,POINT (-109.991 48.5681),rail
342324,-104.512,46.4164,POINT (-104.512 46.4164),rail
339952,-105.429,48.7923,POINT (-105.429 48.7923),rail
336658,-108.831,45.1674,POINT (-108.831 45.1674),rail
336621,-108.891,45.2984,POINT (-108.891 45.2984),rail
340331,-105.186,46.8139,POINT (-105.186 46.8139),rail
333436,-111.954,48.1553,POINT (-111.954 48.1553),rail
338063,-107.195,46.2947,POINT (-107.195 46.2947),rail
332604,-112.069,46.6189,POINT (-112.069 46.6189),rail
338796,-106.585,45.8177,POINT (-106.585 45.8177),rail
338841,-106.534,45.8422,POINT (-106.534 45.8422),rail
336168,-109.769,46.6872,POINT (-109.769 46.6872),rail
333544,-111.94,48.1768,POINT (-111.94 48.1768),rail
335879,-110.272,48.5736,POINT (-110.272 48.5736),rail
338140,-107.063,48.3857,POINT (-107.063 48.3857),rail
337291,-108.311,45.8917,POINT (-108.311 45.8917),rail
337332,-108.256,45.9207,POINT (-108.256 45.9207),rail
337336,-108.249,45.9153,POINT (-108.249 45.9153),rail
338330,-106.818,45.0255,POINT (-106.818 45.0255),rail
335035,-111.125,47.651,POINT (-111.125 47.651),rail
329619,-114.203,48.3795,POINT (-114.203 48.3795),rail
338370,-106.785,45.0614,POINT (-106.785 45.0614),rail
338338,-106.804,46.2642,POINT (-106.804 46.2642),rail
338349,-106.797,46.2646,POINT (-106.797 46.2646),rail
330997,-112.684,45.6273,POINT (-112.684 45.6273),rail
338120,-107.079,45.804,POINT (-107.079 45.804),rail
338116,-107.087,45.8102,POINT (-107.087 45.8102),rail
337476,-108.111,48.3725,POINT (-108.111 48.3725),rail
336657,-108.84,45.5456,POINT (-108.84 45.5456),rail
336656,-108.84,45.5603,POINT (-108.84 45.5603),rail
342576,-104.331,47.4681,POINT (-104.331 47.4681),rail
336209,-109.746,46.6999,POINT (-109.746 46.6999),rail
328860,-114.956,48.551,POINT (-114.956 48.551),rail
336237,-109.707,48.5596,POINT (-109.707 48.5596),rail
333369,-111.96,47.0871,POINT (-111.96 47.0871),rail
342348,-104.502,48.7499,POINT (-104.502 48.7499),rail
336779,-108.753,48.5263,POINT (-108.753 48.5263),rail
330369,-113.452,48.2808,POINT (-113.452 48.2808),rail
330294,-113.615,48.2941,POINT (-113.615 48.2941),rail
333342,-111.965,47.0692,POINT (-111.965 47.0692),rail
332609,-112.068,46.6146,POINT (-112.068 46.6146),rail
342959,-104.043,47.8493,POINT (-104.043 47.8493),rail
328279,-115.542,48.393,POINT (-115.542 48.393),rail
328274,-115.545,48.3939,POINT (-115.545 48.3939),rail
328018,-115.886,48.4573,POINT (-115.886 48.4573),rail
332114,-112.189,48.5837,POINT (-112.189 48.5837),rail
358906,-97.2281,48.8184,POINT (-97.2281 48.8184),rail
350309,-99.459,48.7179,POINT (-99.459 48.7179),rail
345630,-102.221,48.6929,POINT (-102.221 48.6929),rail
347314,-101.572,48.3687,POINT (-101.572 48.3687),rail
355093,-97.8044,48.456,POINT (-97.8044 48.456),rail
355452,-97.7133,48.3115,POINT (-97.7133 48.3115),rail
345317,-102.358,48.3258,POINT (-102.358 48.3258),rail
348560,-100.837,48.2701,POINT (-100.837 48.2701),rail
348527,-100.847,48.2683,POINT (-100.847 48.2683),rail
342566,-104.334,47.4558,POINT (-104.334 47.4558),rail
337962,-107.421,45.5288,POINT (-107.421 45.5288),rail
337876,-107.601,45.732,POINT (-107.601 45.732),rail
337884,-107.595,45.7349,POINT (-107.595 45.7349),rail
335037,-111.124,47.6546,POINT (-111.124 47.6546),rail
337205,-108.446,48.4511,POINT (-108.446 48.4511),rail
336896,-108.656,45.0536,POINT (-108.656 45.0536),rail
338332,-106.817,45.0567,POINT (-106.817 45.0567),rail
355354,-97.7406,48.3907,POINT (-97.7406 48.3907),rail
354838,-97.8607,48.4963,POINT (-97.86069999999999 48.4963),rail
354791,-97.8668,48.4983,POINT (-97.8668 48.4983),rail
354445,-97.9361,48.5431,POINT (-97.9361 48.5431),rail
348692,-100.773,47.848,POINT (-100.773 47.848),rail
347698,-101.33,47.2802,POINT (-101.33 47.2802),rail
347675,-101.351,47.2886,POINT (-101.351 47.2886),rail
350822,-99.1998,48.3851,POINT (-99.1998 48.3851),rail
345889,-101.973,48.5194,POINT (-101.973 48.5194),rail
360033,-97.0388,47.3356,POINT (-97.03879999999999 47.3356),rail
359794,-97.0673,47.4396,POINT (-97.0673 47.4396),rail
351999,-98.5644,47.4517,POINT (-98.56440000000001 47.4517),rail
351968,-98.574,47.4557,POINT (-98.574 47.4557),rail
336407,-109.422,47.0688,POINT (-109.422 47.0688),rail
336408,-109.418,47.0566,POINT (-109.418 47.0566),rail
330296,-113.613,48.2771,POINT (-113.613 48.2771),rail
331265,-112.52,46.0035,POINT (-112.52 46.0035),rail
331266,-112.52,46.0074,POINT (-112.52 46.0074),rail
331259,-112.522,46.008,POINT (-112.522 46.008),rail
331268,-112.519,46.0092,POINT (-112.519 46.0092),rail
340885,-104.977,46.6944,POINT (-104.977 46.6944),rail
331053,-112.64,45.2166,POINT (-112.64 45.2166),rail
356774,-97.4667,48.2178,POINT (-97.4667 48.2178),rail
353762,-98.1306,48.0234,POINT (-98.1306 48.0234),rail
353725,-98.1474,48.6675,POINT (-98.1474 48.6675),rail
361269,-96.8257,46.9043,POINT (-96.8257 46.9043),rail
361413,-96.804,46.884,POINT (-96.804 46.884),rail
348084,-101.055,48.0915,POINT (-101.055 48.0915),rail
347875,-101.207,48.1844,POINT (-101.207 48.1844),rail
355618,-97.6818,46.6792,POINT (-97.6818 46.6792),rail
347160,-101.663,47.9115,POINT (-101.663 47.9115),rail
356734,-97.4732,47.0292,POINT (-97.47320000000001 47.0292),rail
359490,-97.1146,47.9186,POINT (-97.1146 47.9186),rail
359547,-97.105,47.9185,POINT (-97.105 47.9185),rail
359522,-97.1098,47.9144,POINT (-97.10980000000001 47.9144),rail
344519,-102.995,46.1099,POINT (-102.995 46.1099),rail
349973,-99.6982,48.3429,POINT (-99.6982 48.3429),rail
358711,-97.2822,46.9042,POINT (-97.2822 46.9042),rail
359923,-97.0512,46.8907,POINT (-97.05119999999999 46.8907),rail
356207,-97.5699,47.7417,POINT (-97.5699 47.7417),rail
357602,-97.3679,47.5558,POINT (-97.36790000000001 47.5558),rail
359137,-97.1713,48.0711,POINT (-97.1713 48.0711),rail
359518,-97.1101,47.8466,POINT (-97.1101 47.8466),rail
359517,-97.1103,47.7949,POINT (-97.1103 47.7949),rail
359515,-97.1104,47.7705,POINT (-97.1104 47.7705),rail
359102,-97.1775,48.0781,POINT (-97.17749999999999 48.0781),rail
346903,-101.75,48.3217,POINT (-101.75 48.3217),rail
360573,-96.9314,47.0497,POINT (-96.9314 47.0497),rail
347721,-101.305,48.2327,POINT (-101.305 48.2327),rail
347725,-101.299,48.2354,POINT (-101.299 48.2354),rail
355704,-97.6677,48.2335,POINT (-97.6677 48.2335),rail
355482,-97.7095,48.3063,POINT (-97.70950000000001 48.3063),rail
352568,-98.4536,47.1652,POINT (-98.45359999999999 47.1652),rail
352714,-98.4151,46.9346,POINT (-98.4151 46.9346),rail
349198,-100.37,47.9201,POINT (-100.37 47.9201),rail
348452,-100.873,46.8281,POINT (-100.873 46.8281),rail
352624,-98.434,47.8237,POINT (-98.434 47.8237),rail
353064,-98.3299,47.7912,POINT (-98.32989999999999 47.7912),rail
355404,-97.7226,47.3192,POINT (-97.7226 47.3192),rail
353934,-98.0765,47.7148,POINT (-98.0765 47.7148),rail
359084,-97.1794,48.5537,POINT (-97.1794 48.5537),rail
345760,-102.073,48.6645,POINT (-102.073 48.6645),rail
345051,-102.549,48.999,POINT (-102.549 48.999),rail
351677,-98.7161,46.909,POINT (-98.7161 46.909),rail
362288,-96.6913,46.0587,POINT (-96.6913 46.0587),rail
362343,-96.683,46.0587,POINT (-96.68300000000001 46.0587),rail
349966,-99.7054,48.5023,POINT (-99.7054 48.5023),rail
362302,-96.6893,46.0564,POINT (-96.6893 46.0564),rail
349528,-100.033,47.8901,POINT (-100.033 47.8901),rail
349779,-99.8712,47.8527,POINT (-99.8712 47.8527),rail
349802,-99.8439,47.8473,POINT (-99.8439 47.8473),rail
348804,-100.691,46.7896,POINT (-100.691 46.7896),rail
345039,-102.557,48.8776,POINT (-102.557 48.8776),rail
345223,-102.423,48.8305,POINT (-102.423 48.8305),rail
344913,-102.652,48.5611,POINT (-102.652 48.5611),rail
343851,-103.302,46.8719,POINT (-103.302 46.8719),rail
343957,-103.231,46.8882,POINT (-103.231 46.8882),rail
356309,-97.5426,46.574,POINT (-97.54259999999999 46.574),rail
350743,-99.2662,47.5106,POINT (-99.2662 47.5106),rail
349990,-99.6764,47.8029,POINT (-99.6764 47.8029),rail
350709,-99.2972,47.7269,POINT (-99.2972 47.7269),rail
349205,-100.364,47.9187,POINT (-100.364 47.9187),rail
352683,-98.4224,48.0457,POINT (-98.4224 48.0457),rail
351488,-98.8015,47.3267,POINT (-98.8015 47.3267),rail
345326,-102.354,48.3283,POINT (-102.354 48.3283),rail
345328,-102.352,48.3252,POINT (-102.352 48.3252),rail
347236,-101.621,46.8461,POINT (-101.621 46.8461),rail
349588,-100.009,48.3719,POINT (-100.009 48.3719),rail
355242,-97.7764,47.1995,POINT (-97.7764 47.1995),rail
348532,-100.846,48.0196,POINT (-100.846 48.0196),rail
348459,-100.868,48.0244,POINT (-100.868 48.0244),rail
348302,-100.924,48.0549,POINT (-100.924 48.0549),rail
350934,-99.1244,47.457,POINT (-99.12439999999999 47.457),rail
356826,-97.4555,47.6337,POINT (-97.4555 47.6337),rail
357178,-97.4102,47.3514,POINT (-97.4102 47.3514),rail
359715,-97.0815,47.5175,POINT (-97.08150000000001 47.5175),rail
359605,-97.0941,47.5867,POINT (-97.0941 47.5867),rail
359583,-97.0975,47.6051,POINT (-97.0975 47.6051),rail
350957,-99.1047,47.4487,POINT (-99.10469999999999 47.4487),rail
343550,-103.609,46.9248,POINT (-103.609 46.9248),rail
347632,-101.365,48.2205,POINT (-101.365 48.2205),rail
347563,-101.386,48.2297,POINT (-101.386 48.2297),rail
351220,-98.9616,47.3887,POINT (-98.9616 47.3887),rail
351478,-98.8103,47.5519,POINT (-98.8103 47.5519),rail
